id,address,date,listing_id,listing_title,price,bedrooms,square_ft,city,state,CL_region,zip_code,coordinates,latitude,longitude,created_at,updated_at
370, ,Nov 4,5300241653,$499 MOVE IN SPECIAL- IMMEDIATE,590,2,932,Comanche,Texas,,,,31.8973693,-98.6036581,2015-11-19 22:55:08.545455,2015-11-19 22:55:08.545455
371, ,Nov 4,5300239983,Sadosa Ridge 3 Bed 2 Bath Family Community,690,2,840,The,Texas,,,,31.9685988,-99.9018131,2015-11-19 22:55:08.684235,2015-11-19 22:55:08.684235
372, ,Nov 4,5300235504,studio apt,575,2,856,Pebble,Texas,,,,36.0383532,-102.0033241,2015-11-19 22:55:08.846724,2015-11-19 22:55:08.846724
373, ,Nov 4,5276809016,A-Frame for rent,685,2,869,Bent,Texas,,,,20.4113947,-99.9717145,2015-11-19 22:55:09.018433,2015-11-19 22:55:09.018433
374,1457 Fannin,Nov 4,5300207848,Move in TODAY!! $300 OFF!!,675,1,468,abilene,Texas,,,,32.4665139,-99.756484,2015-11-19 22:55:09.142739,2015-11-19 22:55:09.142739
375, ,Nov 4,5300205339,Enjoy your beautiful apartment home today.,515,1,751,STONEGATE,Texas,,,,29.9397948,-95.6715255,2015-11-19 22:55:09.274778,2015-11-19 22:55:09.274778
376, ,Nov 4,5300151039,$99 Move in Special For This Week ONLY!,800,1,867,Country,Texas,,,,29.559256,-98.4780731,2015-11-19 22:55:09.409867,2015-11-19 22:55:09.409867
377, ,Nov 4,5300153633,2 Bedroom / 1 Bath House- Ready 12/4/15,740,1, ,Country,Texas,,,,29.559256,-98.4780731,2015-11-19 22:55:09.532539,2015-11-19 22:55:09.532539
378, ,Nov 4,5288283006,$300.00 off your november rent!!!!,695,1,707,Residence,Texas,,,,29.7219472,-96.5503014,2015-11-19 22:55:09.679043,2015-11-19 22:55:09.679043
379, ,Nov 4,5289680257,2 Bed/2 Baths ready today! $99.00 rent special!,609,3,2200,Abilene,Texas,,,,32.4487364,-99.7331439,2015-11-19 22:55:09.809426,2015-11-19 22:55:09.809426
380, ,Nov 4,5289658849,"""CUTE", CLEAN," QUIET 1 BEDROOM- READY ON 11/6! Actual pics attached""",1350,2, ,,,,18.4338406,-66.6133213,2015-11-19 22:55:09.961777,2015-11-19 22:55:09.961777
381, ,Nov 4,5299916401,We love you to pieces!,535,1,727,Abilene,Texas,,,,32.4487364,-99.7331439,2015-11-19 22:55:10.102356,2015-11-19 22:55:10.102356
382,2132 Crescent,Nov 4,5299986142,"""Visit Your New Home", Washer Dryer Connections," Resident Business Ctr""",425,2,1000,,,,41.0038176,-98.6154555,2015-11-19 22:55:10.29959,2015-11-19 22:55:10.29959
383,"""610 S Madera street"," eastland tx""",Nov 4,5299970369,Apartment/Townhouse available for immediate move in!!,685,2,1090,abilene,,,,32.3448368,-99.6785476,2015-11-19 22:55:10.430184,2015-11-19 22:55:10.430184
384,472 Merchant,Nov 4,5299977664,"""Schedule a Tour", Pet Friendly," Next to Mall of Abilene""",730,3,1500,,,,27.351053,-82.5369456,2015-11-19 22:55:10.601238,2015-11-19 22:55:10.601238
385, ,Nov 4,5277438149,Southside Home that is Great for a Family,750,2,932,Pebble,Texas,,,,36.0383532,-102.0033241,2015-11-19 22:55:10.782934,2015-11-19 22:55:10.782934
386, ,Nov 4,5299916688,freshly painted large apartment for rent in eastland!,760,2,1050,STONEGATE,Texas,,,,29.9397948,-95.6715255,2015-11-19 22:55:10.914823,2015-11-19 22:55:10.914823
387, ,Nov 4,5292527535,Close to Schools & Downtown,712,1,834,South,Texas,,,,31.9685988,-99.9018131,2015-11-19 22:55:11.041457,2015-11-19 22:55:11.041457
388, ,Nov 4,5299922953,Going Quickly! Don't Miss Our Move In Specials!,450, , ,Bent,Texas,,,,20.4113947,-99.9717145,2015-11-19 22:55:11.217267,2015-11-19 22:55:11.217267
389, ,Nov 4,5292335117,"""""""FALLING"""" PRICES HERE AT STONEGATE""",890,1,618,San,Texas,,,,-15.4833383,-70.1394891,2015-11-19 22:55:11.370722,2015-11-19 22:55:11.370722
390, ,Nov 4,5292388008,"""Lots of Space"," but affordable - 3 bed 2.5 bath""",495,2,900,buffalo,,,,42.8276763,-78.7817547,2015-11-19 22:55:11.508964,2015-11-19 22:55:11.508964
391, ,Nov 4,5299861789,Updated 2 Bedroom 1 Bath! $400 Off November Rent!,540,2,1500,The,Texas,,,,31.9685988,-99.9018131,2015-11-19 22:55:11.660078,2015-11-19 22:55:11.660078
392,1315 Musken Road,Nov 4,5266472556,"""Apartments available"," going fast!!!!""",605,1,660,abilene,,,,32.4540245,-99.7059815,2015-11-19 22:55:11.789049,2015-11-19 22:55:11.789049
393,1315 Musken Road,Nov 4,5299807595,applehill apt,800,1,791,abilene,Texas,,,,32.4540245,-99.7059815,2015-11-19 22:55:11.914989,2015-11-19 22:55:11.914989
394,600 Westwood Drive,Nov 4,5299853662,MOVE IN TODAY $99.00 Move In,980,1, ,abilene,Texas,,,,32.454728,-99.76885,2015-11-19 22:55:12.044551,2015-11-19 22:55:12.044551
395, ,Nov 4,5257084351,Get the Lowest Prices @ the Grove!,699,3, ,Allen,Texas,,,,33.1031744,-96.6705503,2015-11-19 22:55:12.17085,2015-11-19 22:55:12.17085
396, ,Nov 4,5289213392,Senior or Disabled Apts $99 move in (HUD accepted),540,"","",Royale,Texas,,,,33.4605422,-94.0851063,2015-11-19 22:55:12.334321,2015-11-19 22:55:12.334321
397, ,Nov 4,5289223494,Senior or Disabled Housing $99 (HUD Accepted),750,"","",Abilene,Texas,,,,32.4487364,-99.7331439,2015-11-19 22:55:12.468131,2015-11-19 22:55:12.468131
398,"",Nov 4,5289232066,ALL BILLS PAID!! Free month. 2 bedroom 2 bath. Hardwood Floors,"","","","",Texas,,,,31.9685988,-99.9018131,2015-11-19 22:55:12.590654,2015-11-19 22:55:12.590654
